"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0x9c9275ef82e4f97159c02e75fb2fbce2bdc8eb215a3a63ee62f76651ce541ba9","19365038","1657266268","2022-07-08 07:44:28","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x92d6af049c0185ba2363d8b5183ab860a88ee83a","18,888,888.888888888888888888","Buy Token"
"0x9100a86a2ded00075506e52f3ae5d0debb95704513da63c5ce6c5e082a4ca929","19365077","1657266385","2022-07-08 07:46:25","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x92d6af049c0185ba2363d8b5183ab860a88ee83a","1,111,111.111111111111111111","Buy Token"
"0x56d13c3de043ba798d1ee26331ac542923bbe35de132c3e09aa6eff368c89193","19366057","1657269330","2022-07-08 08:35:30","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x92d6af049c0185ba2363d8b5183ab860a88ee83a","4,000,000","Buy Token"
"0x4112b50717728a4ee6ecbbed0e6ef43b038e33e74b99a67c9ca3d16a94de23ea","19367394","1657273356","2022-07-08 09:42:36","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x404e4354597f85f63ddd16cb7a4c1ec6c846896b","44,444,444.444444444444444444","Buy Token"
"0x03a7d5799cebfffa48d71a7ea24767f98f191399bca4bcc03ce9c62a737d1606","19367516","1657273727","2022-07-08 09:48:47","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5f2b73eade9ecbcad286bdc74ea3c9237ef090a2","102,888,888.888888888888888888","Buy Token"
"0x704367ae0967493af2eb429bcad28567bd452c9d16efdceda194a39dfbe336c7","19367540","1657273799","2022-07-08 09:49:59","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5acf1a1f8dab82903bc39f4c2fa28faa41e1f9e4","25,777,777.777777777777777777","Buy Token"
"0xd7bb1cba65445e44b9d78026e0443c65b7764ada87980bef4b9872f93994128f","19367544","1657273811","2022-07-08 09:50:11","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x32e259ac93ceab102394d28cf59afe991b26eb48","64,111,111.111111111111111111","Buy Token"
"0xce3a0d0460be65702c8c8e0d1980720c62a1322bf77cb8d8cb050c1f050651c6","19367679","1657274216","2022-07-08 09:56:56","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xbf709c2fd2ff6f7325f3d733f1a6588e00696e0c","1,111,111.111111111111111111","Buy Token"
"0xf32390577edc76e4d19ed49bfdfa672d86e65a83981479a2c3de954b0a20c909","19367864","1657274771","2022-07-08 10:06:11","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x49d2b7cbc054f0c39803477a902149ee50a57e65","36,777,777.777777777777777777","Buy Token"
"0x93c5fec4963b1d05d21c919c5aa3c6e70f434ee63d7b89b9f691f8dc341e634f","19368021","1657275242","2022-07-08 10:14:02","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5acf1a1f8dab82903bc39f4c2fa28faa41e1f9e4","16,888,888.888888888888888888","Buy Token"
"0xab60e8cd7c9e4a8f1ea8c0937ba30d0e33ce1fe43e8edf2914aa91636746015a","19368035","1657275284","2022-07-08 10:14:44","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5acf1a1f8dab82903bc39f4c2fa28faa41e1f9e4","2,666,666.666666666666666666","Buy Token"
"0xb0593cb6bd07b20179529c4e4e9e149b3568ad1db88852acf2537054673323e2","19368100","1657275479","2022-07-08 10:17:59","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb495f7a779d595320e43ef983c9451a1204baa01","555,555,555.555555555555555555","Buy Token"
"0x17768b1f8c03f80118fe93243c5b5ca72421cca301be252285404586f68b62ae","19368455","1657276544","2022-07-08 10:35:44","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x50ec080d3fe7509fecf9303954377d2b9e80cc94","13,555,555.555555555555555555","Buy Token"
"0xa5ab767eb2a9fa0e69ffc68d8489c5c69244c4c1a67ffd85a0fd2c20b813254c","19368673","1657277198","2022-07-08 10:46:38","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb309cd64cec75af6b08f18f5623b84ac996787fc","55,555,555.555555555555555555","Buy Token"
"0x0b446225435df58bdce15b5d22e3bca56280f3a44f1bd2d2a08235916390e756","19368754","1657277441","2022-07-08 10:50:41","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x1c75a36d0f4e32490994ea62f7bd33ea9c4116d9","25,888,888.888888888888888888","Buy Token"
"0xb10cc8f444539cb0e72e62ab59c74631815aaa513539bec8934e3d2e0c8b21ae","19368825","1657277654","2022-07-08 10:54:14","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xbab213494773ad6deab07e451f6a365b1593eb32","7,555,555.555555555555555555","Buy Token"
"0x6e2fff04986b28cdd0fd41e47012ca6c479020e6e36afc16ad2337a05682ad0c","19368842","1657277705","2022-07-08 10:55:05","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xf76702bb5827d12d353f131220d20a454972510f","5,000,000","Buy Token"
"0xd5409e6417854a9d287743d90c9b3eb299231318a94655baabdf9808fae6d840","19368918","1657277933","2022-07-08 10:58:53","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x668c36e80fae03d469ff87156435fab40626df36","24,444,444.444444444444444444","Buy Token"
"0x49933026fc6064fc557e59583b730992a0dea249905f3b7c7d04ea28fc02f6bb","19368952","1657278035","2022-07-08 11:00:35","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb484c0828e8a94625d9c59457362f542a3b402e7","53,333,333.333333333333333333","Buy Token"
"0x2bbfb8457200ff656e2316221f0124b8899e670c1f6dc63bca621afa67d9d502","19368977","1657278110","2022-07-08 11:01:50","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xc71d354f6f047f2c0071a2542d57208fb3221ba0","58,888,888.888888888888888888","Buy Token"
"0x4b5eefb0661b4acef12331f928e198ced852f95cddaf14512d1c8baa578e69f7","19369015","1657278224","2022-07-08 11:03:44","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x287c9dc6004adf2b90e16ac1173c51edf6c59818","74,444,444.444444444444444444","Buy Token"
"0x8750ffd9c3defff47e9dbf526a1830771a392462751bd6c5df185058daf541ba","19369116","1657278527","2022-07-08 11:08:47","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb495f7a779d595320e43ef983c9451a1204baa01","166,666,666.666666666666666666","Buy Token"
"0x05ba848c0d7420b6d441e901be4ca41e65bfeeb4eb13bc792024c9ce4439162a","19369137","1657278590","2022-07-08 11:09:50","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3a3cef69cd1b93f3c0937a06128d82045ff94af8","4,333,333.333333333333333333","Buy Token"
"0x4346b87a7e8baf146b1e65909cff051019ea6f78c737a7c778937b0ff13e77fc","19369182","1657278725","2022-07-08 11:12:05","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x19b988e4e72e0322dfadf44662d0c9dfac56c2ee","6,333,333.333333333333333333","Buy Token"
"0x4b2d1d2f5b834c3fc28ea700c1a1c20f7f76481112b0cdc1e8fdb1192d1efcf6","19369211","1657278812","2022-07-08 11:13:32","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xe34780289567ce1d2d4688fea65d3c50f6aec17a","7,555,555.555555555555555555","Buy Token"
"0xd776a7425740a59a17af762d267df8ac49b346724c3813f2e8fc5d9136268961","19369238","1657278893","2022-07-08 11:14:53","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x404e4354597f85f63ddd16cb7a4c1ec6c846896b","2,555,555.555555555555555555","Buy Token"
"0x4354f135929618949d6776bfa754e280d07dbac9f60597ba05f427eddce0cf61","19369457","1657279550","2022-07-08 11:25:50","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5f2b73eade9ecbcad286bdc74ea3c9237ef090a2","5,555,555.555555555555555555","Buy Token"
"0xb95c51720dfa5f9ce5baf2a07d7973cca31e049b6e291cfe9193c2fdc1c45b79","19369469","1657279586","2022-07-08 11:26:26","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x32e259ac93ceab102394d28cf59afe991b26eb48","21,888,888.888888888888888888","Buy Token"
"0x23942a60fd1e5d91463bfd437e1f776343bf8cf195d5aa536d106434ffe1b5fe","19369481","1657279622","2022-07-08 11:27:02","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x50ec080d3fe7509fecf9303954377d2b9e80cc94","26,111,111.111111111111111111","Buy Token"
"0xf64e9ccd2184376e02da1e5aedd6f9a3f63487ceba9face89781a12f1e23b5a9","19369485","1657279634","2022-07-08 11:27:14","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xd624fdfc507694d17e4dbf916c4770436c0c59d3","2,888,888.888888888888888888","Buy Token"
"0x772336b66a209ac3051b05107d3f61d614cd582d0da6b2d32f1f4ffa189c046c","19369492","1657279655","2022-07-08 11:27:35","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x1c75a36d0f4e32490994ea62f7bd33ea9c4116d9","18,333,333.333333333333333333","Buy Token"
"0x8d46cb3032b9d180900ae9f5feef7126be0bfff73c59b61d5e9af635dcffc3ee","19369503","1657279688","2022-07-08 11:28:08","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xbab213494773ad6deab07e451f6a365b1593eb32","13,333,333.333333333333333333","Buy Token"
"0xd6e59c7448b73521bfda8d80c4b061e51bda9e67f9c3adb96f5003dea43e8fbe","19369516","1657279727","2022-07-08 11:28:47","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xf76702bb5827d12d353f131220d20a454972510f","20,000,000","Buy Token"
"0xca84c2fe176a7fd982c7688e5c8cb2d849060fce9704e84fdf0c0777d5f0bf37","19369545","1657279814","2022-07-08 11:30:14","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xd624fdfc507694d17e4dbf916c4770436c0c59d3","4,081,933.333333333333333333","Buy Token"
"0xf594373ee4b74b9abdba9f0fa943129d8f4f44224bfbb8038f91c1798ced33a3","19370325","1657282154","2022-07-08 12:09:14","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x6a131718539fd14ba9e0351a12b9a3bc79e71d4f","200,000","Buy Token"
"0x0a780e96030aa84142c45940534f4f1c0cd79f336e5098fdff4bbc1511dfe406","19371856","1657286756","2022-07-08 13:25:56","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xd624fdfc507694d17e4dbf916c4770436c0c59d3","1,246,197.777777777777777777","Buy Token"
"0xfe73286058393b4b85144cace8bbd11ac5d06157e028a6bde782b396c6a9b9e8","19372516","1657288736","2022-07-08 13:58:56","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xdb66d6371221431d219fa6c8afed67d61a283907","2,222,222.222222222222222222","Buy Token"
"0x4ecea4897cee10a3bdab5bd0af45dfcac862a6c1481b30aa13806949dfd18e40","19373606","1657292007","2022-07-08 14:53:27","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x7d74c462af5d63900fcf3c3c9204837d856c5587","3,333,333.333333333333333333","Buy Token"
"0x3be1f68795aeb783b13dc72f15f0e4c9b47701a9f26dc9233df5244c52bad5f6","19373803","1657292598","2022-07-08 15:03:18","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xdee5aa82087f162373cff85d790c826f8edc411c","22,222,222.222222222222222222","Buy Token"
"0x3be1f68795aeb783b13dc72f15f0e4c9b47701a9f26dc9233df5244c52bad5f6","19373803","1657292598","2022-07-08 15:03:18","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x92d6af049c0185ba2363d8b5183ab860a88ee83a","2,222,222.222222222222222222","Buy Token"
"0xb49ecc5ba3350597a9baecce8578aee4e35b6477aa3503b71e7b45a04f91c55f","19376729","1657301400","2022-07-08 17:30:00","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x9e282bad0501ea81bbf1872ceb7c334050ae0176","111,333,333.333333333333333333","Buy Token"
"0xa68d183cf20b6188a7b8a628cf307aefcd0ca5f91da181fac4547b5caa0b69b5","19376880","1657301853","2022-07-08 17:37:33","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xf284129780a4e1a54433337081494aa0a3731c8c","5,555,555.555555555555555555","Buy Token"
"0x099c255180d85b11b9548f798ae4dcbee3f4fb047876295fc64c92fcd0c049a1","19378684","1657307265","2022-07-08 19:07:45","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xed5be3b8faa04ad33072bbbd747109ab32fbe4d4","671,300","Buy Token"
"0x7463cf723f63c21a8eb7c24a96faae3200b37a1d35ec8389f1f2700c7cabaf69","19383709","1657322340","2022-07-08 23:19:00","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xd58379778825c9d9733fc5e0cd2fc6437a82be26","1,666,666.666666666666666666","Buy Token"
"0x317c0d50ab6dc4741d5b503f18926a1b837394a407e218bbf515fcba3b0d06fc","19386202","1657329819","2022-07-09 01:23:39","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3a3cef69cd1b93f3c0937a06128d82045ff94af8","5,333,333.333333333333333333","Buy Token"
"0x163b27de0cad18a0256a5c764157f81afc17a07fce7d95089129cd9befa3912d","19386217","1657329864","2022-07-09 01:24:24","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xf76702bb5827d12d353f131220d20a454972510f","16,666,666.666666666666666666","Buy Token"
"0xa20174120c6e0b8d2318a817c99750aea399ea1f188e5fad3578b93bc34141a2","19386258","1657329987","2022-07-09 01:26:27","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xbab213494773ad6deab07e451f6a365b1593eb32","38,555,555.555555555555555555","Buy Token"
"0x2cc4b69baa6a9528af4d39a70d9fc519943dafbb94f6f852539bc7900525056c","19386268","1657330017","2022-07-09 01:26:57","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x19b988e4e72e0322dfadf44662d0c9dfac56c2ee","2,777,777.777777777777777777","Buy Token"
"0x65ec7f20a8f7b33830e591568d0a124cc8cb95a4be87329d0147276442f95537","19386285","1657330068","2022-07-09 01:27:48","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5f2b73eade9ecbcad286bdc74ea3c9237ef090a2","19,111,111.111111111111111111","Buy Token"
"0x97fadff006048a7480add94697f40abeca4a559e26c4392944b92162219c2cff","19386296","1657330101","2022-07-09 01:28:21","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xe34780289567ce1d2d4688fea65d3c50f6aec17a","10,555,555.555555555555555555","Buy Token"
"0x9c18935a4b0ccbce232ff88c84f48ea31fb5bfbb88559ad6decf9e45eacb6040","19386309","1657330140","2022-07-09 01:29:00","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x404e4354597f85f63ddd16cb7a4c1ec6c846896b","16,000,000","Buy Token"
"0x85a3b7363f31f9bef91909ee812e0475f31d73ec0a80774b22a96c8db0b42ade","19386323","1657330182","2022-07-09 01:29:42","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x32e259ac93ceab102394d28cf59afe991b26eb48","38,888,888.888888888888888888","Buy Token"
"0xbcf7fbfbff463e86a455c1012b5c078d30cb9b8fa637c79677b5a318119a0081","19386334","1657330215","2022-07-09 01:30:15","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x50ec080d3fe7509fecf9303954377d2b9e80cc94","11,333,333.333333333333333333","Buy Token"
"0x06dc92148f4f2a57eb121e386f7232e3236563019fe0544964152d46d3d3852f","19386346","1657330251","2022-07-09 01:30:51","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x1c75a36d0f4e32490994ea62f7bd33ea9c4116d9","18,333,333.333333333333333333","Buy Token"
"0x29417acc1958c69035134c950353cb6d5eed9aa765b6257664c2247e01363a18","19386375","1657330338","2022-07-09 01:32:18","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x091a94c065e2919e99c1d8dc175d146cabe58f58","2,555,555.555555555555555555","Buy Token"
"0x4c30e48cea0c6e9dccd29c66eabf26c1a2b50a19863deddf7e015a64d1b26515","19386773","1657331535","2022-07-09 01:52:15","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xc87452c1d11c5444def95d501fe3e9056f951948","2,333,333.333333333333333333","Buy Token"
"0x7c21db219f958491a7d6a73764088df726f5117b3b15c91f5fb75e78f3053e30","19387495","1657333701","2022-07-09 02:28:21","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xa9a0ce071b239e43ad732c9db5aa76502c4b8a43","1,111,111.111111111111111111","Buy Token"
"0xe0e082c184ff50fa01c24b3136b798439e0ec893aad7c88c8521615303f6267f","19388865","1657337811","2022-07-09 03:36:51","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb7c7688d50feee12152040433ba04ccddbd22167","8,888,888.888888888888888888","Buy Token"
"0xec304e87a4788e4c3e0c7ceb8afb6ce084e98e5384f57f337d130d4516543eb7","19389425","1657339491","2022-07-09 04:04:51","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x97f156cd2542629d7ce897d7a8d4966233b1acc5","888,888.888888888888888888","Buy Token"
"0x4c39920d1604a220d321d21c3c6b2b110c7bfbddd01c2cce4e18ee93c6761ce6","19390117","1657341567","2022-07-09 04:39:27","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xe1a72a5f104fbbad9e0a1cef0a179b67f0865b71","1,666,666.666666666666666666","Buy Token"
"0x129c171d14410073a5148a11105e88a18d77432df937712f8111da6f0588e005","19391191","1657344789","2022-07-09 05:33:09","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x9b69f15ef82e08a5b3a7328e0e05161bea1ec343","1,111,111.111111111111111111","Buy Token"
"0x87056bd94256e82035e85c1f1553b948dbdd3641680f6e955416d7dfaa27e044","19392689","1657349310","2022-07-09 06:48:30","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5bc9a92d08f85ee81f26282568b0240f0f53d188","22,222,222.222222222222222222","Buy Token"
"0x551e770544267a4638776c6ddc1509c9486778c7bc62edc04282b370ffee47e2","19393248","1657350987","2022-07-09 07:16:27","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb495f7a779d595320e43ef983c9451a1204baa01","55,555,555.555555555555555555","Buy Token"
"0x575107fdc7f53f4583051ce26a956d4e46ff268fd8aece218f96f1bc314c8894","19393940","1657353063","2022-07-09 07:51:03","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x57796585c41cf22a936c598c4114f303fdee7c48","4,222,222.222222222222222222","Buy Token"
"0x3cb003d59148517d5dbdf0f5aa5818b367cc124c5329bf4aa9de49c8d8b511cf","19393950","1657353093","2022-07-09 07:51:33","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb495f7a779d595320e43ef983c9451a1204baa01","66,666,666.666666666666666666","Buy Token"
"0x9a9cd5289d4d355abf17511334a5de5674b1f917315fdd797e0bcf3c8836eef7","19394328","1657354227","2022-07-09 08:10:27","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3f4e033803c2a9903c9814cbae594473d970aaff","1,111,111.111111111111111111","Buy Token"
"0x5a02a03e5e378687d1e4d1403278c0f2d997f56e5f79fb982cb6c866516eab8a","19394359","1657354320","2022-07-09 08:12:00","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3f4e033803c2a9903c9814cbae594473d970aaff","111,111.111111111111111111","Buy Token"
"0x5b41ebe3e269035d72232350d71ea1d4399ae58ae71bbdf5421989d4cd04847a","19394369","1657354350","2022-07-09 08:12:30","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3f4e033803c2a9903c9814cbae594473d970aaff","111,111.111111111111111111","Buy Token"
"0x676d5caef08a17ced08851e6213297290413f52e245b7fbcebaee2335ef13336","19394416","1657354491","2022-07-09 08:14:51","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3f4e033803c2a9903c9814cbae594473d970aaff","111,111.111111111111111111","Buy Token"
"0x5294981b9a4cf8dbbf9afff606a1da65ce64831f7b4bddfec117465cd712b590","19394421","1657354506","2022-07-09 08:15:06","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3f4e033803c2a9903c9814cbae594473d970aaff","111,111.111111111111111111","Buy Token"
"0x381b7b9e362651eb2a1cf5af188fbd10bc85ee3e2ff22adbc4bd410c6b8dd212","19394456","1657354611","2022-07-09 08:16:51","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x700d7cde86985f292aafa1f9e50c617d6575afa3","9,063.333333333333333333","Buy Token"
"0xed18a636b56079c7cd266ddcd2297b32962948631fbf25cc568f3ba3255db54a","19394704","1657355355","2022-07-09 08:29:15","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb495f7a779d595320e43ef983c9451a1204baa01","50,000,000","Buy Token"
"0xdd266a31c176e443dc4354ba0915eb74c8832da29bcb3da78471bb0719cec32f","19395069","1657356450","2022-07-09 08:47:30","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb495f7a779d595320e43ef983c9451a1204baa01","38,888,888.888888888888888888","Buy Token"
"0xae1b3d856dabc8b2a67c0b31d7cafb21c7562d4680276bbbd2cec6d50a70132e","19396573","1657360962","2022-07-09 10:02:42","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x091a94c065e2919e99c1d8dc175d146cabe58f58","2,444,444.444444444444444444","Buy Token"
"0x1ba369a43594667d0694d60c7a2b962d7315c06b6eef910453121e0825c89532","19396766","1657361541","2022-07-09 10:12:21","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x091a94c065e2919e99c1d8dc175d146cabe58f58","2,666,666.666666666666666666","Buy Token"
"0x409609cb0dbbcc711be2067dc21ea21829dc2a0f7e1aeb863ab42f53fd11a06e","19397170","1657362753","2022-07-09 10:32:33","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xf893e1521e1199ae4b795f2a3b853157c0dff5f3","1,260,866.666666666666666666","Buy Token"
"0x060c530e9fe80d99ade65767db23a35d12fccd427392d2fc543decb20132c37f","19397391","1657363416","2022-07-09 10:43:36","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x7433568e7e848240b7939890bfa6163478c5cb94","189,011.111111111111111111","Buy Token"
"0xcb8551ea6ebf0147812fba5ca39aa8dda15a3dd9abf9420d3661a4bcddfd8a38","19397979","1657365180","2022-07-09 11:13:00","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x3a3cef69cd1b93f3c0937a06128d82045ff94af8","22,222,222.222222222222222222","Buy Token"
"0xf479c11b71adb82399817a3527a3417049cb58a91ebf5960583206fe7c08c4a9","19398646","1657367181","2022-07-09 11:46:21","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x404e4354597f85f63ddd16cb7a4c1ec6c846896b","4,222,222.222222222222222222","Buy Token"
"0xa1afb4edcca13ee24f4d454dcf188b527e3b383c5e4b57a1fd24f108e0f538d6","19398661","1657367226","2022-07-09 11:47:06","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x287c9dc6004adf2b90e16ac1173c51edf6c59818","28,888,888.888888888888888888","Buy Token"
"0xdac3bd0ee537f506c7db21e7f8b4cf225ca241a5a928eed830648eeb0b267619","19398670","1657367253","2022-07-09 11:47:33","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xc71d354f6f047f2c0071a2542d57208fb3221ba0","6,111,111.111111111111111111","Buy Token"
"0xc681767b70c470fad7fcaa4ea23a907fada1a952f57ad6d3d0371a8cfeb164b6","19398683","1657367292","2022-07-09 11:48:12","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x19b988e4e72e0322dfadf44662d0c9dfac56c2ee","15,555,555.555555555555555555","Buy Token"
"0x37633df135321f11530c911dfb94def6f80ba4224b3f1fcd3e2153c882502dbf","19398693","1657367322","2022-07-09 11:48:42","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb484c0828e8a94625d9c59457362f542a3b402e7","11,111,111.111111111111111111","Buy Token"
"0x7cc9845bcfb54cfef4141061a78f8e133cbb59eeb64471df069e0cc1938335e2","19399250","1657368993","2022-07-09 12:16:33","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x668c36e80fae03d469ff87156435fab40626df36","3,888,888.888888888888888888","Buy Token"
"0x1354e85c79f717e2e71f6f137d53a7f97e3ec987e48a53adf0d3b49f21fe1807","19399302","1657369149","2022-07-09 12:19:09","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x5f2b73eade9ecbcad286bdc74ea3c9237ef090a2","46,666,666.666666666666666666","Buy Token"
"0xf7899f26a7d2fddf14589c03b32395ead867ee9b0cddf39e755aad4def1889e7","19399324","1657369215","2022-07-09 12:20:15","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x32e259ac93ceab102394d28cf59afe991b26eb48","27,000,000","Buy Token"
"0x9e652820deae5ba977feecdb58fd53767ab6edd13efec82f7bba145fb6400cbe","19399343","1657369272","2022-07-09 12:21:12","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x1c75a36d0f4e32490994ea62f7bd33ea9c4116d9","16,666,666.666666666666666666","Buy Token"
"0xd09aed621da3a95814bb3ad3cd0d6ed5d483fc9e2d4329aaf60417901cfce4c0","19399355","1657369308","2022-07-09 12:21:48","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x50ec080d3fe7509fecf9303954377d2b9e80cc94","5,555,555.555555555555555555","Buy Token"
"0xc046befe5b7e2fb13faab946a7d8c9d65b55e042d82f9357284fbaf5ce213316","19399535","1657369848","2022-07-09 12:30:48","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xe34780289567ce1d2d4688fea65d3c50f6aec17a","24,444,444.444444444444444444","Buy Token"
"0xa04cdb0c25321d68ab0d3a5788711298b7789bc70bef8d69ff2c4f65abf06ef0","19402874","1657379865","2022-07-09 15:17:45","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xeead03314145f02b11798ffe57069e4c1f095753","11,111,111.111111111111111111","Buy Token"
"0x20b4f1f1050cede3a73f8cdd8ac7204ddbf513ead508c1763cffce76ecd94e1c","19403101","1657380546","2022-07-09 15:29:06","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x17a8a5fdc1058b8c3819e286e9129a8dedc8a658","555,555.555555555555555555","Buy Token"
"0xc01291a1bd28b93e03f97430b8e11fcf646a1f29ca7cb6daf2bc7f1dab247989","19405211","1657386887","2022-07-09 17:14:47","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xcc4e9508efe78728790c7ee0098fd6966a55a844","16,222,222.222222222222222222","Buy Token"
"0xfb06dfc8075aa3d55b7a5c45dbf0f281a71515d7f14d53fe8405d433c7467e46","19405536","1657387862","2022-07-09 17:31:02","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xeead03314145f02b11798ffe57069e4c1f095753","5,000,000","Buy Token"
"0x382d8622e5525a2e5fce0fe2ce92b6d0f4e91a0b6e0a5f7b5449cc3969b1ff1c","19406776","1657391582","2022-07-09 18:33:02","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xb8aa98258b80a9991e58385a338925252b41137e","6,444,444.444444444444444444","Buy Token"
"0x8b220fec0e34cb2ae84c024a154ef0f48f868e6e0a3f10fefabddb64ba766b1d","19409807","1657400675","2022-07-09 21:04:35","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0x6345b1986c36afd3a67b340721b1461e499a4104","2,000,000","Buy Token"
"0xc3faccd59b91fc54975efb86e0b40bfe3e1e395eea2adbc2c3080c6cbe1e6508","19411210","1657404884","2022-07-09 22:14:44","0x8f1016122b5211988b52ee63cf994171fbfc7b8d","0xc2547f10bbfd3b2c5e565ba8ee047e40a507711e","4,444,444.444444444444444444","Buy Token"
